date,time,cash_type,card,price,coffee_name
2025-02-07,12:31,card,ANON-0000-0000-0429,3.576,Latte
2025-02-07,10:49,card,ANON-0000-0000-0686,3.576,Hot Chocolate
2025-02-07,20:26,card,ANON-0000-0000-1158,1.986,Espresso
2025-02-07,11:27,card,ANON-0000-0000-0795,1.986,Espresso
2025-02-07,19:16,card,ANON-0000-0000-0529,3.576,Latte
2025-02-07,08:00,card,ANON-0000-0000-0775,3.576,Hot Chocolate
2025-02-08,08:04,card,ANON-0000-0000-0111,2.596,Americano
2025-02-08,13:07,card,ANON-0000-0000-0060,3.086,Americano with Milk
2025-02-08,12:04,card,ANON-0000-0000-0384,3.086,Americano with Milk
2025-02-08,11:03,cash,,2.596,Cortado
2025-02-08,15:26,card,ANON-0000-0000-0354,3.576,Latte
2025-02-08,12:42,card,ANON-0000-0000-0513,2.596,Americano
2025-02-08,11:46,card,ANON-0000-0000-1131,3.086,Americano with Milk
2025-02-08,08:48,card,ANON-0000-0000-0753,3.576,Cappuccino
2025-02-08,13:02,card,ANON-0000-0000-0201,3.576,Hot Chocolate
2025-02-08,17:50,card,ANON-0000-0000-0480,3.576,Latte
2025-02-08,08:39,card,ANON-0000-0000-1195,2.596,Cortado
2025-02-08,10:34,card,ANON-0000-0000-0867,3.086,Americano with Milk
2025-02-09,08:18,card,ANON-0000-0000-0809,3.576,Cappuccino
2025-02-09,07:08,cash,,3.086,Americano with Milk
2025-02-09,15:39,card,ANON-0000-0000-0391,2.596,Americano
2025-02-09,10:55,card,ANON-0000-0000-0830,2.596,Americano
2025-02-09,10:41,cash,,3.576,Latte
2025-02-09,12:44,card,ANON-0000-0000-0793,3.576,Cocoa
2025-02-09,14:11,card,ANON-0000-0000-0466,3.576,Cappuccino
2025-02-09,11:16,card,ANON-0000-0000-0953,3.576,Hot Chocolate
2025-02-09,10:30,card,ANON-0000-0000-0081,3.576,Latte
2025-02-09,17:48,card,ANON-0000-0000-0312,2.596,Cortado
2025-02-09,17:16,card,ANON-0000-0000-0801,2.596,Cortado
2025-02-10,09:04,card,ANON-0000-0000-0679,1.986,Espresso
2025-02-10,17:35,card,ANON-0000-0000-0637,3.576,Latte
2025-02-10,11:14,card,ANON-0000-0000-0826,2.596,Americano
2025-02-10,09:44,cash,,3.576,Cappuccino
2025-02-10,14:42,card,ANON-0000-0000-0678,2.596,Americano
2025-02-10,10:17,card,ANON-0000-0000-0946,3.576,Latte
2025-02-10,13:39,card,ANON-0000-0000-0681,3.576,Latte
2025-02-10,13:09,card,ANON-0000-0000-0310,1.986,Espresso
2025-02-10,11:34,card,ANON-0000-0000-0843,2.596,Cortado
2025-02-10,08:18,card,ANON-0000-0000-0573,2.596,Americano
2025-02-10,10:43,card,ANON-0000-0000-0165,3.086,Americano with Milk
2025-02-10,15:19,card,ANON-0000-0000-0025,2.596,Americano
2025-02-10,19:38,card,ANON-0000-0000-0780,3.576,Latte
2025-02-10,15:59,card,ANON-0000-0000-0936,2.596,Americano
2025-02-10,07:39,card,ANON-0000-0000-0180,3.576,Latte
2025-02-10,09:44,card,ANON-0000-0000-0197,2.596,Cortado
2025-02-10,12:41,cash,,2.596,Cortado
2025-02-10,16:25,card,ANON-0000-0000-1147,3.576,Cocoa
2025-02-10,11:30,card,ANON-0000-0000-1046,1.986,Espresso
2025-02-10,09:00,card,ANON-0000-0000-1138,3.576,Latte
2025-02-10,13:51,card,ANON-0000-0000-0776,2.596,Americano
2025-02-11,10:52,card,ANON-0000-0000-0887,3.576,Latte
2025-02-11,18:13,cash,,2.596,Cortado
2025-02-11,12:43,cash,,3.086,Americano with Milk
2025-02-11,12:23,card,ANON-0000-0000-1155,3.576,Cappuccino
2025-02-11,16:14,card,ANON-0000-0000-0282,2.596,Americano
2025-02-11,18:28,card,ANON-0000-0000-0004,3.576,Cocoa
2025-02-11,16:41,card,ANON-0000-0000-0179,3.576,Hot Chocolate
2025-02-11,08:25,card,ANON-0000-0000-0062,2.596,Cortado
2025-02-11,15:08,card,ANON-0000-0000-0739,3.576,Hot Chocolate
2025-02-11,11:52,card,ANON-0000-0000-0270,3.576,Latte
2025-02-11,11:33,card,ANON-0000-0000-0191,3.576,Cappuccino
2025-02-11,09:44,card,ANON-0000-0000-1131,3.086,Americano with Milk
2025-02-12,08:54,cash,,3.086,Americano with Milk
2025-02-12,10:23,card,ANON-0000-0000-0903,2.596,Americano
2025-02-12,11:47,card,ANON-0000-0000-0936,3.576,Cocoa
2025-02-12,14:53,card,ANON-0000-0000-0810,2.596,Americano
2025-02-12,11:51,card,ANON-0000-0000-0575,3.086,Americano with Milk
2025-02-12,10:34,card,ANON-0000-0000-0702,3.576,Latte
2025-02-12,10:27,card,ANON-0000-0000-0503,1.986,Espresso
2025-02-12,19:29,cash,,3.576,Cocoa
2025-02-12,20:32,card,ANON-0000-0000-0681,3.576,Cocoa
2025-02-12,08:05,card,ANON-0000-0000-0871,3.576,Latte
2025-02-12,18:51,card,ANON-0000-0000-0495,3.576,Latte
2025-02-12,15:18,card,ANON-0000-0000-0208,3.576,Hot Chocolate
2025-02-12,10:35,card,ANON-0000-0000-0213,2.596,Americano
2025-02-12,09:32,card,ANON-0000-0000-0781,3.576,Latte
2025-02-12,11:46,card,ANON-0000-0000-0221,3.576,Latte
2025-02-13,09:20,card,ANON-0000-0000-0905,3.576,Cappuccino
2025-02-13,15:22,card,ANON-0000-0000-0916,3.576,Latte
2025-02-13,14:17,card,ANON-0000-0000-0916,3.576,Latte
2025-02-13,08:55,card,ANON-0000-0000-1181,2.596,Americano
2025-02-13,10:26,cash,,3.576,Cappuccino
2025-02-13,13:45,card,ANON-0000-0000-0879,1.986,Espresso
2025-02-13,08:07,card,ANON-0000-0000-1078,2.596,Cortado
2025-02-13,13:54,card,ANON-0000-0000-0882,2.596,Americano
2025-02-13,14:42,card,ANON-0000-0000-1053,3.086,Americano with Milk
2025-02-13,17:28,card,ANON-0000-0000-1178,3.086,Americano with Milk
2025-02-13,09:51,card,ANON-0000-0000-0579,3.576,Latte
2025-02-13,08:22,card,ANON-0000-0000-1089,2.596,Cortado
2025-02-13,17:27,card,ANON-0000-0000-0591,3.576,Latte
2025-02-13,15:13,card,ANON-0000-0000-0372,2.596,Americano
2025-02-14,08:01,card,ANON-0000-0000-0731,2.596,Americano
2025-02-14,19:07,card,ANON-0000-0000-0588,3.576,Cappuccino
2025-02-14,11:02,card,ANON-0000-0000-0133,2.596,Americano
2025-02-14,08:58,card,ANON-0000-0000-0760,3.086,Americano with Milk
2025-02-14,15:24,card,ANON-0000-0000-0990,3.576,Latte
2025-02-14,09:49,card,ANON-0000-0000-0784,3.086,Americano with Milk
2025-02-14,08:32,card,ANON-0000-0000-0015,2.596,Americano
2025-02-15,15:23,card,ANON-0000-0000-1183,3.576,Hot Chocolate
2025-02-15,12:51,card,ANON-0000-0000-0437,3.576,Latte
2025-02-15,15:34,card,ANON-0000-0000-0073,3.576,Cappuccino
2025-02-15,14:35,card,ANON-0000-0000-0138,3.576,Cappuccino
2025-02-15,11:51,card,ANON-0000-0000-0610,3.576,Cappuccino
2025-02-16,08:03,card,ANON-0000-0000-0361,3.576,Latte
2025-02-16,17:13,card,ANON-0000-0000-0654,3.576,Latte
2025-02-16,18:04,card,ANON-0000-0000-1123,3.576,Latte
2025-02-16,09:18,card,ANON-0000-0000-0806,3.086,Americano with Milk
2025-02-16,17:56,card,ANON-0000-0000-0213,2.596,Cortado
2025-02-16,09:41,card,ANON-0000-0000-0842,2.596,Americano
2025-02-16,14:25,card,ANON-0000-0000-0609,3.576,Cocoa
2025-02-16,14:42,cash,,1.986,Espresso
2025-02-16,07:18,card,ANON-0000-0000-1148,3.086,Americano with Milk
2025-02-16,14:03,card,ANON-0000-0000-0368,3.576,Hot Chocolate
2025-02-16,10:41,card,ANON-0000-0000-0450,3.086,Americano with Milk
2025-02-16,17:02,card,ANON-0000-0000-0024,1.986,Espresso
2025-02-16,12:04,card,ANON-0000-0000-0127,3.086,Americano with Milk
2025-02-17,15:09,card,ANON-0000-0000-0064,3.086,Americano with Milk
2025-02-17,14:57,card,ANON-0000-0000-0056,3.576,Latte
2025-02-17,09:56,card,ANON-0000-0000-0024,3.576,Latte
2025-02-17,07:24,card,ANON-0000-0000-1049,1.986,Espresso
2025-02-17,15:44,cash,,3.576,Latte
2025-02-17,09:52,card,ANON-0000-0000-1121,2.596,Cortado
2025-02-17,16:43,card,ANON-0000-0000-0920,3.576,Cappuccino
2025-02-17,17:45,card,ANON-0000-0000-0534,3.086,Americano with Milk
2025-02-17,12:55,card,ANON-0000-0000-0282,3.086,Americano with Milk
2025-02-17,08:25,card,ANON-0000-0000-0880,2.596,Americano
2025-02-17,10:21,cash,,3.576,Latte
2025-02-17,18:56,card,ANON-0000-0000-0084,3.086,Americano with Milk
2025-02-17,11:19,card,ANON-0000-0000-0253,3.086,Americano with Milk
2025-02-17,09:16,card,ANON-0000-0000-0094,3.576,Latte
2025-02-17,09:58,card,ANON-0000-0000-1066,3.086,Americano with Milk
2025-02-17,11:27,card,ANON-0000-0000-1070,3.576,Latte
2025-02-17,15:30,card,ANON-0000-0000-1066,3.576,Cocoa
2025-02-17,08:20,card,ANON-0000-0000-0005,2.596,Americano
2025-02-17,09:55,card,ANON-0000-0000-1158,3.576,Latte
2025-02-17,10:20,card,ANON-0000-0000-1187,3.086,Americano with Milk
2025-02-17,15:50,card,ANON-0000-0000-0422,2.596,Cortado
2025-02-17,13:08,card,ANON-0000-0000-0447,2.596,Cortado
2025-02-17,11:55,card,ANON-0000-0000-0095,3.086,Americano with Milk
2025-02-17,12:07,card,ANON-0000-0000-0829,2.596,Cortado
2025-02-17,12:25,card,ANON-0000-0000-1164,1.986,Espresso
2025-02-17,16:04,card,ANON-0000-0000-0954,3.576,Cappuccino
2025-02-18,09:40,card,ANON-0000-0000-0468,3.576,Hot Chocolate
2025-02-18,09:58,card,ANON-0000-0000-0131,2.596,Americano
2025-02-18,16:12,card,ANON-0000-0000-1188,3.086,Americano with Milk
2025-02-18,13:31,card,ANON-0000-0000-0510,2.596,Americano
2025-02-18,07:11,card,ANON-0000-0000-0518,3.576,Latte
2025-02-18,10:20,cash,,2.596,Americano
2025-02-18,17:28,card,ANON-0000-0000-0752,3.576,Cappuccino
2025-02-18,12:25,card,ANON-0000-0000-0567,2.596,Americano
2025-02-18,07:46,card,ANON-0000-0000-0106,3.576,Latte
2025-02-18,13:19,card,ANON-0000-0000-1124,2.596,Americano
2025-02-18,11:37,card,ANON-0000-0000-0637,2.596,Cortado
2025-02-18,15:05,card,ANON-0000-0000-0075,3.576,Latte
2025-02-18,17:10,card,ANON-0000-0000-1140,1.986,Espresso
2025-02-18,08:57,cash,,3.576,Cappuccino
2025-02-18,07:52,cash,,3.576,Latte
2025-02-19,14:33,card,ANON-0000-0000-0083,2.596,Cortado
2025-02-19,08:59,card,ANON-0000-0000-0811,1.986,Espresso
2025-02-19,10:29,card,ANON-0000-0000-0139,2.596,Cortado
2025-02-19,07:10,card,ANON-0000-0000-0803,3.576,Latte
2025-02-19,09:52,card,ANON-0000-0000-0459,2.596,Americano
2025-02-19,10:47,card,ANON-0000-0000-0389,2.596,Cortado
2025-02-19,09:59,card,ANON-0000-0000-1004,1.986,Espresso
2025-02-19,08:05,card,ANON-0000-0000-0638,2.596,Americano
2025-02-19,19:10,card,ANON-0000-0000-0416,2.596,Cortado
2025-02-19,17:00,card,ANON-0000-0000-0813,2.596,Americano
2025-02-19,09:41,card,ANON-0000-0000-0735,2.596,Cortado
2025-02-19,10:48,card,ANON-0000-0000-0167,3.086,Americano with Milk
2025-02-19,08:14,card,ANON-0000-0000-1138,3.576,Latte
2025-02-19,20:21,cash,,3.576,Latte
2025-02-19,16:42,card,ANON-0000-0000-0150,2.596,Cortado
2025-02-19,16:31,cash,,2.596,Cortado
2025-02-19,12:00,card,ANON-0000-0000-0508,2.596,Cortado
2025-02-19,08:35,cash,,2.596,Americano
2025-02-20,10:54,card,ANON-0000-0000-0740,3.576,Latte
2025-02-20,12:38,card,ANON-0000-0000-0422,3.576,Latte
2025-02-20,14:14,card,ANON-0000-0000-0052,2.596,Americano
2025-02-20,12:46,card,ANON-0000-0000-0254,3.086,Americano with Milk
2025-02-20,10:22,card,ANON-0000-0000-0622,2.596,Americano
2025-02-20,11:20,card,ANON-0000-0000-1014,3.576,Hot Chocolate
2025-02-20,10:39,card,ANON-0000-0000-0734,3.086,Americano with Milk
2025-02-20,10:18,card,ANON-0000-0000-0896,2.596,Cortado
2025-02-20,08:09,card,ANON-0000-0000-0832,3.086,Americano with Milk
2025-02-20,09:25,card,ANON-0000-0000-0966,3.086,Americano with Milk
2025-02-20,12:10,card,ANON-0000-0000-0136,2.596,Americano
2025-02-20,11:49,card,ANON-0000-0000-0872,2.596,Cortado
2025-02-20,09:07,card,ANON-0000-0000-0329,1.986,Espresso
2025-02-20,14:05,card,ANON-0000-0000-0118,3.576,Latte
2025-02-20,11:14,card,ANON-0000-0000-0599,3.576,Hot Chocolate
2025-02-20,16:56,card,ANON-0000-0000-0694,2.596,Cortado
2025-02-20,10:01,card,ANON-0000-0000-0810,2.596,Americano
2025-02-20,20:44,card,ANON-0000-0000-0559,3.576,Latte
2025-02-20,07:56,card,ANON-0000-0000-0717,3.576,Latte
2025-02-20,12:04,card,ANON-0000-0000-0460,3.576,Latte
2025-02-20,15:19,card,ANON-0000-0000-0792,2.596,Americano
2025-02-20,09:07,card,ANON-0000-0000-0455,3.576,Cappuccino
2025-02-20,08:11,card,ANON-0000-0000-1027,3.576,Cappuccino
2025-02-21,07:04,card,ANON-0000-0000-0163,2.596,Cortado
2025-02-21,12:13,card,ANON-0000-0000-1192,3.086,Americano with Milk
2025-02-21,15:27,card,ANON-0000-0000-0523,3.086,Americano with Milk
2025-02-21,14:18,card,ANON-0000-0000-0165,3.576,Latte
2025-02-21,20:54,card,ANON-0000-0000-0064,3.576,Cappuccino
2025-02-21,12:09,card,ANON-0000-0000-0609,3.576,Latte
2025-02-21,16:10,card,ANON-0000-0000-0527,2.596,Cortado
2025-02-21,10:47,card,ANON-0000-0000-1160,3.086,Americano with Milk
2025-02-21,13:11,card,ANON-0000-0000-0649,3.086,Americano with Milk
2025-02-21,12:35,card,ANON-0000-0000-1042,1.986,Espresso
2025-02-21,13:09,card,ANON-0000-0000-0632,3.086,Americano with Milk
2025-02-21,12:39,card,ANON-0000-0000-0240,2.596,Americano
2025-02-21,14:40,cash,,3.576,Cocoa
2025-02-21,10:54,card,ANON-0000-0000-0782,3.086,Americano with Milk
2025-02-21,08:41,card,ANON-0000-0000-0667,3.576,Cappuccino
2025-02-21,11:38,card,ANON-0000-0000-0113,2.596,Cortado
2025-02-21,10:38,card,ANON-0000-0000-0580,3.576,Latte
2025-02-21,09:56,card,ANON-0000-0000-0142,3.576,Cocoa
2025-02-22,15:11,card,ANON-0000-0000-0148,2.596,Cortado
2025-02-22,16:16,card,ANON-0000-0000-0109,2.596,Americano
2025-02-22,19:28,card,ANON-0000-0000-0420,2.596,Americano
2025-02-22,14:07,card,ANON-0000-0000-1168,3.576,Cocoa
2025-02-22,12:43,card,ANON-0000-0000-0344,3.086,Americano with Milk
2025-02-22,13:07,card,ANON-0000-0000-0500,3.576,Cocoa
2025-02-22,14:15,card,ANON-0000-0000-0961,3.576,Latte
2025-02-22,15:14,card,ANON-0000-0000-0631,3.576,Cappuccino
2025-02-22,20:21,card,ANON-0000-0000-0736,3.086,Americano with Milk
2025-02-22,13:04,card,ANON-0000-0000-0865,2.596,Cortado
2025-02-22,12:28,card,ANON-0000-0000-0985,3.576,Cappuccino
2025-02-23,14:10,card,ANON-0000-0000-0586,3.576,Latte
2025-02-23,08:14,card,ANON-0000-0000-1111,3.086,Americano with Milk
2025-02-23,12:16,card,ANON-0000-0000-0853,3.576,Cocoa
2025-02-23,20:20,card,ANON-0000-0000-0753,3.576,Cappuccino
2025-02-23,09:21,card,ANON-0000-0000-0795,2.596,Americano
2025-02-23,10:46,card,ANON-0000-0000-0054,2.596,Americano
2025-02-23,08:21,cash,,3.576,Latte
2025-02-23,09:38,card,ANON-0000-0000-0087,3.086,Americano with Milk
2025-02-23,16:25,card,ANON-0000-0000-0965,3.576,Latte
2025-02-23,12:18,card,ANON-0000-0000-1122,1.986,Espresso
2025-02-24,11:53,card,ANON-0000-0000-0440,3.576,Latte
2025-02-24,15:06,card,ANON-0000-0000-0132,1.986,Espresso
2025-02-24,10:41,cash,,3.086,Americano with Milk
2025-02-24,16:42,card,ANON-0000-0000-0713,3.576,Latte
2025-02-24,10:21,card,ANON-0000-0000-1161,3.086,Americano with Milk
2025-02-24,11:48,card,ANON-0000-0000-0109,3.576,Latte
2025-02-24,19:55,card,ANON-0000-0000-0447,3.576,Cappuccino
2025-02-24,20:27,card,ANON-0000-0000-0351,3.086,Americano with Milk
2025-02-24,15:22,card,ANON-0000-0000-0428,3.576,Latte
2025-02-24,09:44,card,ANON-0000-0000-0143,1.986,Espresso
2025-02-24,13:24,card,ANON-0000-0000-0009,3.576,Latte
2025-02-24,10:09,card,ANON-0000-0000-0294,2.596,Americano
2025-02-24,13:25,card,ANON-0000-0000-1061,3.576,Latte
2025-02-24,14:52,card,ANON-0000-0000-0772,2.596,Americano
2025-02-24,07:37,card,ANON-0000-0000-0501,3.576,Latte
2025-02-24,14:26,card,ANON-0000-0000-1086,3.576,Latte
2025-02-24,10:35,card,ANON-0000-0000-0133,3.576,Cocoa
2025-02-24,14:00,card,ANON-0000-0000-1141,3.086,Americano with Milk
2025-02-25,11:57,card,ANON-0000-0000-0162,3.086,Americano with Milk
2025-02-25,12:04,card,ANON-0000-0000-0398,3.086,Americano with Milk
2025-02-25,09:14,card,ANON-0000-0000-0384,3.086,Americano with Milk
2025-02-25,11:29,card,ANON-0000-0000-0818,3.576,Latte
2025-02-25,08:38,card,ANON-0000-0000-0958,2.596,Americano
2025-02-25,12:17,card,ANON-0000-0000-0772,3.576,Latte
2025-02-25,13:14,card,ANON-0000-0000-0372,3.576,Cocoa
2025-02-25,08:08,card,ANON-0000-0000-1100,3.576,Cappuccino
2025-02-25,15:13,card,ANON-0000-0000-0703,1.986,Espresso
2025-02-25,11:26,card,ANON-0000-0000-0594,3.576,Cappuccino
2025-02-25,14:55,cash,,3.086,Americano with Milk
2025-02-25,09:46,card,ANON-0000-0000-0222,3.086,Americano with Milk
2025-02-25,17:09,card,ANON-0000-0000-1031,2.596,Cortado
2025-02-25,11:15,cash,,2.596,Americano
2025-02-25,14:30,card,ANON-0000-0000-0227,3.576,Hot Chocolate
2025-02-25,07:41,card,ANON-0000-0000-1150,2.596,Americano
2025-02-25,11:42,card,ANON-0000-0000-0399,2.596,Americano
2025-02-25,19:25,card,ANON-0000-0000-1097,2.596,Cortado
2025-02-25,15:02,card,ANON-0000-0000-1105,3.086,Americano with Milk
2025-02-25,18:36,card,ANON-0000-0000-1183,2.596,Americano
2025-02-25,15:08,card,ANON-0000-0000-0755,3.576,Latte
2025-02-25,14:54,card,ANON-0000-0000-0329,2.596,Cortado
2025-02-25,10:47,card,ANON-0000-0000-1099,3.086,Americano with Milk
2025-02-26,11:56,card,ANON-0000-0000-1051,2.596,Cortado
2025-02-26,12:30,card,ANON-0000-0000-0215,3.576,Latte
2025-02-26,14:03,cash,,3.576,Cappuccino
2025-02-26,08:21,card,ANON-0000-0000-0491,3.576,Hot Chocolate
2025-02-26,08:09,card,ANON-0000-0000-0949,2.596,Americano
2025-02-26,11:09,card,ANON-0000-0000-0626,3.576,Cappuccino
2025-02-26,14:28,card,ANON-0000-0000-0645,2.596,Americano
2025-02-26,18:10,card,ANON-0000-0000-1177,3.086,Americano with Milk
2025-02-26,13:53,card,ANON-0000-0000-0193,3.576,Latte
2025-02-26,08:43,card,ANON-0000-0000-1030,3.576,Latte
2025-02-26,15:05,card,ANON-0000-0000-0577,3.576,Cappuccino
2025-02-26,13:11,card,ANON-0000-0000-0872,2.596,Americano
2025-02-26,10:44,cash,,3.576,Cappuccino
2025-02-26,12:31,card,ANON-0000-0000-0397,3.086,Americano with Milk
2025-02-26,09:50,card,ANON-0000-0000-0608,3.086,Americano with Milk
2025-02-26,20:09,card,ANON-0000-0000-0338,3.576,Hot Chocolate
2025-02-26,15:05,card,ANON-0000-0000-0691,3.576,Cappuccino
2025-02-26,09:16,card,ANON-0000-0000-0675,3.576,Cocoa
2025-02-27,09:27,card,ANON-0000-0000-0853,2.596,Cortado
2025-02-27,07:03,card,ANON-0000-0000-0937,3.576,Hot Chocolate
2025-02-27,20:09,card,ANON-0000-0000-0616,2.596,Americano
2025-02-27,09:04,card,ANON-0000-0000-0583,2.596,Cortado
2025-02-27,19:14,card,ANON-0000-0000-0540,2.596,Americano
2025-02-27,14:14,card,ANON-0000-0000-0583,3.576,Cappuccino
2025-02-27,11:07,card,ANON-0000-0000-0213,3.576,Latte
2025-02-27,09:53,card,ANON-0000-0000-0596,3.576,Hot Chocolate
2025-02-27,12:48,card,ANON-0000-0000-0137,2.596,Cortado
2025-02-27,09:05,card,ANON-0000-0000-0180,2.596,Americano
2025-02-27,14:20,card,ANON-0000-0000-0226,3.086,Americano with Milk
2025-02-27,10:29,card,ANON-0000-0000-1113,3.576,Cocoa
2025-02-27,16:07,card,ANON-0000-0000-1118,3.086,Americano with Milk
2025-02-27,20:58,card,ANON-0000-0000-0159,2.596,Americano
2025-02-27,11:48,card,ANON-0000-0000-1005,3.576,Latte
2025-02-27,10:21,card,ANON-0000-0000-0571,3.086,Americano with Milk
2025-02-27,08:56,card,ANON-0000-0000-0904,2.596,Cortado
2025-02-28,10:28,card,ANON-0000-0000-0863,2.596,Cortado
2025-02-28,11:58,card,ANON-0000-0000-0404,3.576,Latte
2025-02-28,15:51,card,ANON-0000-0000-0722,1.986,Espresso
2025-02-28,07:45,card,ANON-0000-0000-1112,3.576,Latte
2025-02-28,17:35,card,ANON-0000-0000-0358,3.086,Americano with Milk
2025-02-28,17:04,card,ANON-0000-0000-1008,3.576,Latte
2025-02-28,15:52,card,ANON-0000-0000-0657,2.596,Americano
2025-02-28,10:52,card,ANON-0000-0000-0840,2.596,Americano
2025-02-28,14:32,card,ANON-0000-0000-0801,2.596,Americano
2025-02-28,16:00,card,ANON-0000-0000-1138,2.596,Americano
2025-02-28,10:28,card,ANON-0000-0000-0205,1.986,Espresso
2025-02-28,08:44,card,ANON-0000-0000-0814,3.086,Americano with Milk
2025-02-28,09:11,cash,,3.576,Latte
2025-02-28,13:00,card,ANON-0000-0000-0146,3.576,Cappuccino
2025-03-01,11:03,card,ANON-0000-0000-1100,3.086,Americano with Milk
2025-03-01,08:21,card,ANON-0000-0000-0948,3.576,Latte
2025-03-01,09:53,card,ANON-0000-0000-0517,3.576,Latte
2025-03-01,08:26,cash,,1.986,Espresso
2025-03-01,12:01,card,ANON-0000-0000-0504,2.596,Americano
2025-03-01,07:48,card,ANON-0000-0000-0322,3.576,Hot Chocolate
2025-03-01,10:48,card,ANON-0000-0000-0951,2.596,Cortado
2025-03-01,16:48,card,ANON-0000-0000-1085,3.086,Americano with Milk
2025-03-01,15:55,card,ANON-0000-0000-1026,1.986,Espresso
2025-03-01,17:16,card,ANON-0000-0000-0230,3.576,Cocoa
2025-03-01,17:42,card,ANON-0000-0000-1116,2.596,Cortado
2025-03-02,10:05,card,ANON-0000-0000-0792,2.596,Cortado
2025-03-02,11:39,card,ANON-0000-0000-0958,3.576,Latte
2025-03-02,17:55,card,ANON-0000-0000-0505,3.576,Cappuccino
2025-03-02,12:59,card,ANON-0000-0000-0710,2.596,Americano
2025-03-02,11:10,card,ANON-0000-0000-0647,3.576,Latte
2025-03-02,08:31,card,ANON-0000-0000-0067,3.576,Latte
2025-03-03,08:25,card,ANON-0000-0000-0108,1.986,Espresso
2025-03-03,09:26,card,ANON-0000-0000-0090,3.576,Latte
2025-03-03,14:33,card,ANON-0000-0000-0449,3.576,Latte
2025-03-03,09:57,card,ANON-0000-0000-1059,2.596,Americano
2025-03-03,09:38,card,ANON-0000-0000-0101,2.596,Cortado
2025-03-03,15:41,card,ANON-0000-0000-0215,2.596,Americano
2025-03-03,09:23,card,ANON-0000-0000-1093,3.086,Americano with Milk
2025-03-03,10:37,card,ANON-0000-0000-0141,3.576,Hot Chocolate
2025-03-03,09:49,card,ANON-0000-0000-0367,2.596,Cortado
2025-03-03,08:02,card,ANON-0000-0000-1188,2.596,Americano
2025-03-03,15:55,card,ANON-0000-0000-0830,3.576,Latte
2025-03-03,15:44,card,ANON-0000-0000-1092,2.596,Cortado
2025-03-03,08:45,card,ANON-0000-0000-0740,3.086,Americano with Milk
2025-03-03,17:02,card,ANON-0000-0000-0135,3.576,Cocoa
2025-03-03,20:29,card,ANON-0000-0000-0765,2.596,Americano
2025-03-03,09:05,card,ANON-0000-0000-0805,1.986,Espresso
2025-03-04,15:35,card,ANON-0000-0000-0953,3.086,Americano with Milk
2025-03-04,12:01,card,ANON-0000-0000-0204,3.576,Latte
2025-03-04,16:43,card,ANON-0000-0000-0797,3.086,Americano with Milk
2025-03-04,15:09,card,ANON-0000-0000-0716,2.596,Cortado
2025-03-04,16:30,card,ANON-0000-0000-1124,2.596,Cortado
2025-03-04,10:05,card,ANON-0000-0000-0413,3.576,Latte
2025-03-04,09:17,card,ANON-0000-0000-1155,3.576,Latte
2025-03-04,17:46,card,ANON-0000-0000-0613,3.086,Americano with Milk
2025-03-04,08:27,card,ANON-0000-0000-0629,3.086,Americano with Milk
2025-03-04,08:04,cash,,3.576,Latte
2025-03-04,10:19,card,ANON-0000-0000-0445,3.576,Cappuccino
2025-03-04,16:05,card,ANON-0000-0000-0454,3.576,Latte
2025-03-04,16:37,card,ANON-0000-0000-0204,3.576,Cappuccino
2025-03-04,10:54,cash,,1.986,Espresso
2025-03-04,18:31,card,ANON-0000-0000-0464,2.596,Americano
2025-03-04,09:42,card,ANON-0000-0000-1130,2.596,Cortado
2025-03-05,15:45,cash,,3.576,Latte
2025-03-05,15:27,card,ANON-0000-0000-0470,2.596,Cortado
2025-03-05,10:08,card,ANON-0000-0000-0761,2.596,Americano
2025-03-05,14:52,card,ANON-0000-0000-0336,3.576,Cappuccino
2025-03-05,09:02,card,ANON-0000-0000-0020,3.086,Americano with Milk
2025-03-05,17:12,card,ANON-0000-0000-0995,3.086,Americano with Milk
2025-03-05,13:17,card,ANON-0000-0000-1158,3.576,Hot Chocolate
2025-03-05,13:44,card,ANON-0000-0000-0038,3.576,Hot Chocolate
2025-03-05,10:27,card,ANON-0000-0000-0197,3.086,Americano with Milk
2025-03-05,09:43,card,ANON-0000-0000-1114,1.986,Espresso
2025-03-05,15:36,card,ANON-0000-0000-0973,2.596,Americano
2025-03-05,15:07,card,ANON-0000-0000-0857,3.086,Americano with Milk
2025-03-05,15:11,card,ANON-0000-0000-0598,2.596,Cortado
2025-03-05,17:21,card,ANON-0000-0000-0230,2.596,Americano
2025-03-05,17:12,card,ANON-0000-0000-0691,1.986,Espresso
2025-03-06,10:58,card,ANON-0000-0000-0085,3.576,Latte
2025-03-06,07:59,card,ANON-0000-0000-1158,2.596,Americano
2025-03-06,15:01,card,ANON-0000-0000-0245,3.576,Latte
2025-03-06,11:38,card,ANON-0000-0000-0439,3.086,Americano with Milk
2025-03-06,12:14,card,ANON-0000-0000-1191,3.576,Cappuccino
2025-03-06,11:16,card,ANON-0000-0000-0624,3.576,Latte
2025-03-06,19:26,card,ANON-0000-0000-0424,1.986,Espresso
2025-03-06,08:45,card,ANON-0000-0000-0039,3.576,Cappuccino
2025-03-06,20:20,card,ANON-0000-0000-0579,3.576,Latte
2025-03-06,08:27,card,ANON-0000-0000-0162,3.086,Americano with Milk
2025-03-06,13:05,card,ANON-0000-0000-1184,3.576,Hot Chocolate
